"ID","Name","Parent","Component","Path","Line","Column","EndLine","EndColumn","CA","CCO","CE","CLLOC","CV","Clone Metric Rules"
"C1699","48~CloneInstance","C465","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\AssertionTest.java","372","5","381","6","1","2","49","10","1","0"
"C1530","20~CloneInstance","C398","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\AssertionTest.java","537","5","546","6","1","2","37","10","1","0"
"C1700","49~CloneInstance","C465","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\AssertionTest.java","572","5","582","6","1","2","37","11","1","0"
"C1531","21~CloneInstance","C398","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\AssertionTest.java","584","5","593","6","1","2","37","10","1","0"
"C938","4~CloneInstance","C225","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\AssertionTest.java","943","9","953","60","1","2","54","11","1","0"
"C939","5~CloneInstance","C225","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\AssertionTest.java","961","9","971","60","1","2","53","11","1","0"
"C1683","36~CloneInstance","C457","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\MultipleFailureExceptionTest.java","36","5","46","6","1","2","65","11","1","0"
"C1684","37~CloneInstance","C457","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\assertion\MultipleFailureExceptionTest.java","48","5","58","6","1","2","64","11","1","0"
"C1475","17~CloneInstance","C379","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java","32","9","45","36","1","1","53","14","1","0"
"C2025","113~CloneInstance","C583","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java","36","9","54","51","1","1","90","19","1","0"
"C1476","18~CloneInstance","C379","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java","65","9","78","36","1","1","53","14","1","0"
"C1991","107~CloneInstance","C569","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\AllMembersSupplier.java","178","5","187","6","1","2","24","10","1","0"
"C1992","108~CloneInstance","C569","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\AllMembersSupplier.java","189","5","198","6","1","2","24","10","1","0"
"C1830","87~CloneInstance","C508","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","22","5","37","6","1","3","11","16","1","0"
"C1831","88~CloneInstance","C508","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","39","5","54","6","1","3","11","16","1","0"
"C1832","89~CloneInstance","C508","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","56","5","71","6","1","3","18","16","1","0"
"C1833","90~CloneInstance","C508","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","73","5","88","6","1","3","18","16","1","0"
"C1785","77~CloneInstance","C490","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java","18","5","29","6","1","2","87","12","1","0"
"C1786","78~CloneInstance","C490","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java","31","5","42","6","1","2","88","12","1","0"
"C1989","104~CloneInstance","C568","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\rules\EventCollector.java","24","13","33","14","1","1","2","10","1","0"
"C1990","105~CloneInstance","C568","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\rules\EventCollector.java","55","13","64","14","1","1","2","10","1","0"
"C1710","54~CloneInstance","C469","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","74","5","84","6","1","1","141","11","1","1"
"C1711","55~CloneInstance","C469","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","91","5","101","6","1","1","141","11","1","1"
"C1708","51~CloneInstance","C468","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","251","5","262","6","1","1","115","12","1","1"
"C1709","52~CloneInstance","C468","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","280","5","291","6","1","1","115","12","1","1"
"C596","1~CloneInstance","C107","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\classes\ParentRunnerFilteringTest.java","86","5","96","6","1","2","100","11","1","0"
"C597","2~CloneInstance","C107","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\classes\ParentRunnerFilteringTest.java","117","5","128","6","1","2","100","12","1","0"
"C1252","10~CloneInstance","C314","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java","170","5","183","6","1","1","161","14","1","1"
"C1253","11~CloneInstance","C314","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java","196","5","209","6","1","1","161","14","1","1"
"C1254","12~CloneInstance","C314","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java","231","5","244","6","1","1","161","14","1","1"
"C1673","31~CloneInstance","C455","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","69","5","78","6","1","1","96","10","1","0"
"C1674","32~CloneInstance","C455","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","80","5","89","6","1","1","96","10","1","0"
"C1675","33~CloneInstance","C455","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","91","5","100","6","1","1","96","10","1","0"
"C1676","34~CloneInstance","C455","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","102","5","111","6","1","1","96","10","1","0"
"C1405","14~CloneInstance","C355","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\theories\runner\UnsuccessfulWithDataPointFields.java","180","5","191","6","1","1","143","12","1","1"
"C1406","15~CloneInstance","C355","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\experimental\theories\runner\UnsuccessfulWithDataPointFields.java","231","5","242","6","1","1","143","12","1","1"
"C1532","23~CloneInstance","C399","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","464","9","477","10","1","1","43","14","1","0"
"C1824","83~CloneInstance","C506","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","464","9","477","10","1","1","43","14","1","0"
"C1533","24~CloneInstance","C399","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","493","9","506","10","1","1","43","14","1","0"
"C1534","25~CloneInstance","C399","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","550","9","563","10","1","1","43","14","1","0"
"C1825","84~CloneInstance","C506","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","550","9","563","10","1","1","43","14","1","0"
"C1535","26~CloneInstance","C399","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","568","9","581","10","1","1","43","14","1","0"
"C1826","85~CloneInstance","C506","L103","C:\Users\Deyan\Downloads\junit4-r4.13.1\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","568","9","581","10","1","1","43","14","1","0"
