"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L5616","MethodSorters","org.junit.runners.MethodSorters","L12532","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\main\java\org\junit\runners\MethodSorters.java","14","1","41","2","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","0","2","0.5","0.586207","17","17","1","1","0.586207","17","0","0","0","0","0","12","28","4","1","4","1","2","3","1","0","2","2","3","1","0","12","28","4","1","4","1","2","3","1","0","2","2","3","1","0","0","0","9","0","1","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L2741","ResultTest$SerializationFormat","junit.tests.runner.ResultTest$SerializationFormat","L2658","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\test\java\junit\tests\runner\ResultTest.java","73","5","76","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","4","2","0","2","0","0","2","0","0","0","0","2","0","0","4","4","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L7587","Throwables$State","org.junit.internal.Throwables$State","L7556","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\main\java\org\junit\internal\Throwables.java","185","5","228","6","0","0","0","0","0","0","0","0","1","0","0","2","1","5","1","2","4","0.5","0.125","2","2","1","1","0.0714286","3","0","0","4","4","0","14","18","4","0","4","0","2","4","1","0","2","1","4","1","0","39","44","4","0","4","0","6","4","5","0","10","15","4","5","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0"
"L10179","StopwatchTest$TestStatus","org.junit.rules.StopwatchTest$TestStatus","L8796","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\test\java\org\junit\rules\StopwatchTest.java","27","5","27","66","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","3","0","3","0","0","3","0","0","0","0","3","0","0","1","1","3","0","3","0","0","3","0","0","0","0","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L14201","RuleContainerTest$Rule","org.junit.runners.RuleContainerTest$Rule","L14139","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\test\java\org\junit\runners\RuleContainerTest.java","52","5","60","6","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","9","3","0","3","0","1","3","1","0","1","1","3","1","0","8","9","3","0","3","0","1","3","1","0","1","1","3","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L14215","RuleContainerTest$MRule","org.junit.runners.RuleContainerTest$MRule","L14139","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\test\java\org\junit\runners\RuleContainerTest.java","62","5","69","6","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","8","2","0","2","0","1","2","1","0","1","1","2","1","0","7","8","2","0","2","0","1","2","1","0","1","1","2","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L13629","BlockJUnit4ClassRunnerWithParameters$InjectionType","org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters$InjectionType","L13627","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\main\java\org\junit\runners\parameterized\BlockJUnit4ClassRunnerWithParameters.java","25","5","27","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","2","0","2","0","0","2","0","0","0","0","2","0","0","3","3","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L16181","WithAutoGeneratedDataPoints$ENUM","org.junit.tests.experimental.theories.runner.WithAutoGeneratedDataPoints$ENUM","L15889","L103","C:\Users\Deyan\Downloads\junit4-r4.13\src\test\java\org\junit\tests\experimental\theories\runner\WithAutoGeneratedDataPoints.java","12","5","12","58","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","3","0","3","0","0","3","0","0","0","0","3","0","0","1","1","3","0","3","0","0","3","0","0","0","0","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
